flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),depracated,link,minutes,seconds,milliseconds,total_milliseconds,total_seconds,rounding,current_wr,normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_dropped,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<400,400-1000,1000-1500,1500-2000,200+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type,bastion_route,chests_checked,depracated,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,days_since,elo_weight,elo,timeloss 
Tenes9999,Tenes9999,0,1,8:03.631,8:03.631,16 May 2025,357,(V),-7442337813042441622,,,https://www.speedrun.com/mc/runs/zngk3x8m,8,3,631,483631,484,1,410359,1.17855585,421494,1.147420841,-0.0005,0.8365,1.409269773,68.9149,82.3824,758.9147,1.67914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,357,0.01056795151,8.706134421,
🇸🇪,PAPLERR,0,1,8:04.190,8:04.190,26 Jan 2025,467,(V),-5524626450736366561,,,https://www.speedrun.com/mc/runs/m3w6egwy,8,4,190,484190,484,0,410359,1.179918072,421494,1.148747076,-0.0005,0.7918,1.41989972,65.0249,82.1273,755.8390,1.69196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,0.00003774127254,0.03099587522,
🇳🇴,skycrab1,0,0,8:04.394,8:04.394,30 Sep 2025,220,(U),see video,,,https://www.youtube.com/watch?v=xW_pib-H4zw&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=143,8,4,394,484394,484,0,410359,1.180415197,410359,1.180415197,-0.0005,0.8958,1.696664062,67.6097,75.4712,754.7118,1.69666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,220,0.3447968072,260.2222289,
🇨🇦,Jay12310,0,0,8:04.480,8:04.480,26 Jan 2025,467,(U),unknown,,,https://www.youtube.com/watch?v=jjYvP5zAbZg&list=PLaTJSsRuu2UcsiC6KEkJwrGp1GaGgPoVG&index=5,8,4,480,484480,484,0,410359,1.18062477,421494,1.149435105,-0.0005,0.7918,1.425443444,64.9195,81.9941,754.2359,1.69865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,467,0.00003774127254,0.03094563275,
🇧🇷,brahmaquente,0,1,8:01.509,8:04.797,12 May 2025,361,(V),4176313215067158543,,,https://www.speedrun.com/mc/runs/y4nwjk3m,8,4,797,484797,485,1,410359,1.181397264,421494,1.150187191,-0.0005,0.8349,1.431526127,68.3311,81.8480,752.4775,1.70599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,0.009053642645,7.410228749,
🇺🇦,7rowl,0,1,8:04.491,8:05.070,13 May 2024,725,(U),3390807343358437717,,,https://www.youtube.com/watch?v=1KMm0eJPRws,8,5,70,485070,485,0,410359,1.182062535,421494,1.150834887,-0.0005,0.6959,1.436783687,56.8729,81.7217,750.9582,1.71233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,725,0,0,
🇧🇬,BlindTravel,0,1,8:03.959,8:05.167,10 May 2025,363,(V),3979016117801702341,,,https://www.speedrun.com/mc/runs/y8g1jl5z,8,5,167,485167,485,0,410359,1.182298914,421494,1.151065021,-0.0005,0.8340,1.438656037,68.1199,81.6767,750.4173,1.71459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,0.008369051687,6.83556744,
🇹🇿,Kxpow,0,0,8:02.735,8:05.252,10 May 2025,363,(U),-7680287748229501835,,,https://www.youtube.com/watch?v=B-KCsE-Rm1k,8,5,252,485252,485,0,410359,1.18250605,421494,1.151266685,-0.0005,0.8340,1.440298604,68.0870,81.6373,749.9428,1.71657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇪,v_strid,0,1,8:04.428,8:05.428,05 Feb 2025,457,(V),-5544842606483643213,,,https://www.speedrun.com/mc/runs/z5lxpqny,8,5,428,485428,485,0,410359,1.182934942,421494,1.151684247,-0.0005,0.7957,1.443705175,64.8958,81.5554,748.9590,1.72068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,0.00007160115878,0.05839459702,
🇳🇴,skycrab1,0,0,8:05.447,8:05.447,13 Jul 2025,299,(U),8311211913392066784,,,https://www.youtube.com/watch?v=MPlhH010LdE&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=133,8,5,447,485447,485,0,410359,1.182981243,410359,1.182981243,-0.0005,0.8611,1.721119446,64.4866,74.8853,748.8527,1.72112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,299,0.06903857311,51.69972047,
🇺🇦,loodlow,0,1,8:02.631,8:05.732,30 Jun 2025,312,(V),6502082647557812063,,,https://www.speedrun.com/mc/runs/z16gg09m,8,5,732,485732,486,1,410359,1.183675757,410359,1.183675757,-0.0005,0.8556,1.727793368,63.9321,74.7255,747.2552,1.72779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,312,0.0479722385,35.8475038,
🇵🇱,watermelon1708,0,1,8:03.854,8:07.194,06 Jul 2025,306,(V),9122600350394059007,,,https://www.speedrun.com/mc/runs/yw2v45ny,8,7,194,487194,487,0,410359,1.187238491,410359,1.187238491,-0.0005,0.8581,1.762400966,63.4143,73.8983,738.9826,1.76240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,306,0.05696822629,42.09852798,
🇩🇪,jason_n,0,0,8:07.349,8:07.349,10 Jun 2025,332,(U),6183710647574302652,,,https://www.youtube.com/watch?v=Logr5V0QDDk,8,7,349,487349,487,0,410359,1.187616209,421494,1.156241844,-0.0005,0.8470,1.481372423,68.3138,80.6495,738.0980,1.76611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,332,0.02574700936,20.76482194,
🇸🇪,PAPLERR,0,1,8:07.689,8:07.689,28 May 2025,345,(V),-2052078032780233310,,,https://www.speedrun.com/mc/runs/y22nr37y,8,7,689,487689,488,1,410359,1.188444752,421494,1.157048499,-0.0005,0.8416,1.488132579,67.7343,80.4868,736.1524,1.77426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,0.01646756649,13.25421162,
🇨🇳,Acactus_,0,1,8:05.297,8:08.421,23 Feb 2024,805,(V),6832552403849051699,,,https://www.speedrun.com/mc/runs/zn28n27z,8,8,421,488421,488,0,410359,1.190228556,421494,1.158785178,-0.0005,0.6686,1.502783103,53.5814,80.1341,731.9402,1.79193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805,0,0,
🇮🇱,sagi_enderman,0,1,8:05.180,8:08.427,24 Jan 2024,835,(V),-1127568643405241248,,,https://www.speedrun.com/mc/runs/zqdn2l1m,8,8,427,488427,488,0,410359,1.190243177,421494,1.158799414,-0.0005,0.6587,1.502903735,52.7818,80.1312,731.9056,1.79208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,835,0,0,
🇫🇮,Lathil,0,1,8:08.473,8:08.473,14 Apr 2025,389,(V),-1308536743164996263,,,https://www.speedrun.com/mc/runs/ylpgo0rm,8,8,473,488473,488,0,410359,1.190355274,421494,1.158908549,-0.0005,0.8232,1.503828873,65.9494,80.1089,731.6398,1.79319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,0.002776992143,2.224619117,
🇺🇸,meebie,0,0,8:09.030,8:09.030,16 Oct 2025,204,(U),unknown,,,https://www.youtube.com/watch?v=uZ1E_scaXFA&list=PLaTJSsRuu2Ufk7cX7bUTt9V-IJxa8wqSM&index=20,8,9,30,489030,489,0,410359,1.191712622,410359,1.191712622,-0.0005,0.9030,1.806753411,65.7777,72.8412,728.4115,1.80675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,0.4278569364,311.6559256,
🇩🇪,jason_n,0,1,8:10.305,8:10.305,12 May 2024,726,(V),-8081672849157921881,,,https://www.speedrun.com/mc/runs/y46kvjnz,8,10,305,490305,490,0,410359,1.194819658,421494,1.163254993,-0.0005,0.6956,1.541101205,55.0985,79.2115,720.9529,1.83815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,726,0,0,
🇺🇸,meebie,0,1,8:09.372,8:10.419,07 Jul 2023,1036,(V),-4538563713628989532,12,Yes,https://www.speedrun.com/mc/run/zge2pn0y,8,10,419,490419,490,0,410359,1.195097463,465828,1.052789871,-0.0005,0.5957,0.8167404078,57.1200,95.8854,720.2814,1.84098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1036,0,0,
🇸🇰,NoFear1337,0,0,7:47.229,8:10.447,27 Dec 2023,863,(U),unknown,16,Yes,https://www.youtube.com/watch?v=GFz5UcBTrAk,8,10,447,490447,490,0,410359,1.195165696,446254,1.099031045,-0.0005,0.6495,1.068366434,58.7203,90.4037,720.1163,1.84167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,863,0,0,
🇺🇸,itsnahan,0,1,8:10.502,8:10.502,19 May 2025,354,(U),-2397708846488236424,,,https://www.youtube.com/watch?v=U4hoPKXpmyo,8,10,502,490502,491,1,410359,1.195299725,421494,1.163722378,-0.0005,0.8378,1.545159242,66.2799,79.1138,719.7920,1.84304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:09.558,8:10.528,23 Jun 2024,684,(U),-6343411097658357214,,,https://www.youtube.com/watch?v=pmNaJCUang0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=38,8,10,528,490528,491,1,410359,1.195363085,421494,1.163784063,-0.0005,0.7103,1.545695551,56.1892,79.1009,719.6386,1.84369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,684,0,0,
🇬🇧,Steez,0,1,8:10.112,8:10.627,14 Aug 2025,267,(V),-550357973299006184,,,https://www.speedrun.com/mc/runs/y4nn06nm,8,10,627,490627,491,1,410359,1.195604337,410359,1.195604337,-0.0005,0.8750,1.846153327,62.9192,71.9054,719.0542,1.84615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,0.1490585198,107.1811511,
🇨🇦,Aquacorde,0,0,8:10.818,8:10.818,15 Jul 2025,297,(U),5155476148031295835,,,https://www.youtube.com/watch?v=m5GWURA89ts,8,10,818,490818,491,1,410359,1.196069783,410359,1.196069783,-0.0005,0.8620,1.850917303,61.8851,71.7925,717.9251,1.85092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,297,0.07281689329,52.27707262,
🇳🇴,skycrab1,0,0,8:10.890,8:10.890,06 Jan 2025,487,(U),-7855142198495008899,,,https://www.youtube.com/watch?v=__bACJwOlow&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=107,8,10,890,490890,491,1,410359,1.196245239,421494,1.164642913,-0.0005,0.7839,1.55318037,61.8643,78.9207,717.4989,1.85272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,487,0.000009634787609,0.007603837131,
🇳🇴,skycrab1,0,0,8:10.497,8:11.103,07 Feb 2026,90,(U),unknown,,,https://www.youtube.com/watch?v=c8Pr_8UkxF0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=167,8,11,103,491103,491,0,410359,1.196764297,410359,1.196764297,-0.0005,0.9560,1.858046567,68.4720,71.6236,716.2363,1.85805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,0.9296937948,665.8804674,
🇧🇷,brahmaquente,0,1,8:07.405,8:11.357,30 Jul 2024,647,(V),468064970823174801,,,https://www.speedrun.com/mc/runs/meg6x50y,8,11,357,491357,491,0,410359,1.197383267,421494,1.165750877,-0.0005,0.7236,1.562885244,56.9388,78.6870,714.7273,1.86442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647,0,0.000000001359784568,
🇩🇰,Bloopy,0,0,8:11.720,8:11.720,07 Mar 2026,62,(U),6328234340742294275,,,https://www.youtube.com/watch?v=_3NI29jbOy0,8,11,720,491720,492,1,410359,1.198267858,410359,1.198267858,-0.0005,0.9695,1.873566084,69.0814,71.2564,712.5643,1.87357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0.9764489584,695.7826654,
🇺🇸,itsnahan,0,1,8:11.731,8:12.061,26 Sep 2024,589,(V),8580381741511547234,,,https://www.speedrun.com/mc/runs/ydl27rxz,8,12,61,492061,492,0,410359,1.199098838,421494,1.167421126,-0.0005,0.7449,1.577620273,58.3500,78.3322,710.5255,1.88219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589,0.000000001335918322,0.000001046454533,
🇷🇴,tudorule,0,1,8:08.070,8:12.219,03 May 2025,370,(V),3079207861677416186,,,https://www.speedrun.com/mc/runs/y6jp6n0m,8,12,219,492219,492,0,410359,1.199483867,421494,1.167795983,-0.0005,0.8311,1.580944705,65.0357,78.2522,709.5786,1.88620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,0.006312017014,4.93929193,
🇦🇺,ParaFraser,0,1,8:10.103,8:12.481,05 Jul 2025,307,(V),-3856485852976638547,,,https://www.speedrun.com/mc/runs/y4nxdrdm,8,12,481,492481,492,0,410359,1.200122332,410359,1.200122332,-0.0005,0.8577,1.892869275,60.7257,70.8005,708.0052,1.89287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,0.05538512074,39.21295397,
🇳🇴,skycrab1,0,0,8:12.697,8:12.697,16 Jun 2025,326,(U),8459975692548252643,,,https://www.youtube.com/watch?v=snXcok9zxhU&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=130,8,12,697,492697,493,1,410359,1.2006487,410359,1.2006487,-0.0005,0.8496,1.898380935,60.0410,70.6705,706.7052,1.89838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,326,0.03128559222,22.10968959,
🇺🇸,Infume,0,0,8:12.836,8:12.836,17 Jun 2025,325,(U),unknown,,,https://www.youtube.com/watch?v=IKZLFxXVutk,8,12,836,492836,493,1,410359,1.200987428,410359,1.200987428,-0.0005,0.8500,1.901935465,59.9998,70.5867,705.8672,1.90194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇿,Kxpow,0,0,8:11.452,8:12.866,09 Nov 2024,545,(U),-4774790054232718199,,,https://www.youtube.com/watch?v=hPLiTXbLFJs,8,12,866,492866,493,1,410359,1.201060535,421494,1.169330999,-0.0005,0.7615,1.594625009,59.3362,77.9229,705.6862,1.90270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,wethr,0,1,8:13.175,8:13.175,22 Dec 2024,502,(V),4556224492622948754,,,https://www.speedrun.com/mc/runs/y9p0o6vm,8,13,175,493175,493,0,410359,1.201813534,421494,1.170064105,-0.0005,0.7780,1.601196695,60.5027,77.7648,703.8188,1.91063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,0.000003205633587,0.002492853768,
🇺🇸,zylenox,0,0,8:11.111,8:13.283,16 Mar 2023,1149,(U),3386076644250915113,15,Yes,https://www.youtube.com/watch?v=t_huEH4IZxg,8,13,283,493283,493,0,410359,1.202076718,465828,1.058938063,-0.0005,0.5630,0.8465586261,53.6344,95.2677,703.1649,1.91341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1149,0,0,
🇦🇺,bigbigmongey,0,1,8:12.044,8:12.649,02 Jul 2024,675,(V),8478412829008933608,,,https://www.speedrun.com/mc/runs/z0dvl6ey,8,12,649,492649,493,1,410359,1.20053173,421494,1.168816163,-0.0005,0.7136,1.590024694,55.6811,78.0336,706.9943,1.89715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675,0,0,
🇨🇦,MrBudgie,0,1,8:10.638,8:13.690,16 Aug 2024,630,(V),1320019232325394424,,,https://www.speedrun.com/mc/runs/yvx1dexz,8,13,690,493690,494,1,410359,1.203068533,421494,1.17128595,-0.0005,0.7298,1.612204547,56.5586,77.4999,700.6947,1.92391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,0,0.00000001071267858,
🇨🇦,Aquacorde,0,0,8:14.109,8:14.109,05 Jul 2025,307,(U),6586350975935929914,,,https://www.youtube.com/watch?v=G0Hp7oeSKuw,8,14,109,494109,494,0,410359,1.20408959,410359,1.20408959,-0.0005,0.8577,1.934769938,59.8797,69.8142,698.1420,1.93477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,307,0.05538512074,38.66667981,
🇺🇸,Bloon,0,1,8:14.162,8:14.162,27 Oct 2025,193,(V),-960978816984086672,,,https://www.speedrun.com/mc/runs/z0k9kvjm,8,14,162,494162,494,0,410359,1.204218745,410359,1.204218745,-0.0005,0.9080,1.936148012,63.3626,69.7818,697.8184,1.93615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,0.4872852005,340.0365915,
🇨🇦,Jay12310,0,0,8:14.911,8:14.911,01 Dec 2025,158,(U),unknown,,,https://www.youtube.com/watch?v=DQen1iTu-So&list=PLaTJSsRuu2UcsiC6KEkJwrGp1GaGgPoVG&index=9,8,14,911,494911,495,1,410359,1.206043976,410359,1.206043976,-0.0005,0.9240,1.955718132,64.0571,69.3229,693.2288,1.95572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,158,0.6740633375,467.2801479,
🇺🇸,doogile,1,1,8:10.241,8:15.537,06 Nov 2022,1279,(V),9153513292182018950,,,https://www.youtube.com/watch?v=8DYIvJETTDE,8,15,537,495537,496,1,410359,1.20756947,517884,0.9568494103,-0.0005,0.5276,0.467176738,53.8540,102.0821,689.3694,1.97221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1279,0,0,
🇩🇰,Bloopy,0,0,8:15.715,8:15.715,06 Apr 2026,32,(U),3795610833190711920,,,https://www.youtube.com/watch?v=Tk_-9crkNP0,8,15,715,495715,496,1,410359,1.208003236,410359,1.208003236,-0.0005,0.9841,1.976924004,67.7343,68.8268,688.2680,1.97692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0.9967285628,686.016421,
🇨🇦,Aquacorde,0,0,8:16.080,8:16.080,19 Jul 2025,293,(U),-3413707190764289689,,,https://www.youtube.com/watch?v=ip7IP1Srx_o,8,16,80,496080,496,0,410359,1.208892701,410359,1.208892701,-0.0005,0.8637,1.986619387,59.2520,68.6004,686.0044,1.98662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,293,0.08083253772,55.4514748,
🇧🇪,akbh,0,1,8:16.150,8:16.150,28 Oct 2025,192,(V),-494949671729861114,,,https://www.speedrun.com/mc/runs/y9w1kxrz,8,16,150,496150,496,0,410359,1.209063284,410359,1.209063284,-0.0005,0.9085,1.988483673,62.2815,68.5569,685.5694,1.98848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,0.4927325239,337.8023559,
🇬🇧,Mauvu,0,1,8:16.269,8:16.269,04 Jun 2025,338,(V),7577249546337144986,,,https://www.speedrun.com/mc/runs/yvl7e48z,8,16,269,496269,496,0,410359,1.209353274,421494,1.177404661,-0.0005,0.8445,1.668376254,64.3092,76.1499,684.8294,1.99166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,0.02103753197,16.02005308,
🇸🇰,NoFear1337,0,0,8:16.272,8:16.613,23 Apr 2026,15,(U),unknown,,,https://www.youtube.com/watch?v=NVqSAkRBd_4,8,16,613,496613,497,1,410359,1.210191564,410359,1.210191564,-0.0005,0.9925,2.000854402,67.7585,68.2686,682.6860,2.00085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.9996625569,682.4555853,
🇦🇷,TuCara9,0,1,8:17.207,8:17.713,26 Nov 2025,163,(V),7314274440218677457,,,https://www.speedrun.com/mc/runs/m326p64y,8,17,713,497713,498,1,410359,1.212872144,410359,1.212872144,-0.0005,0.9217,2.03052378,62.2898,67.5790,675.7898,2.03052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,0.6485120461,438.2577987,
🇨🇦,Aquacorde,0,0,8:17.895,8:17.895,12 Aug 2025,269,(U),-7262470716101336113,,,https://www.youtube.com/watch?v=ytYXAwlQPWg,8,17,895,497895,498,1,410359,1.213315658,410359,1.213315658,-0.0005,0.8742,2.035470782,58.9741,67.4643,674.6426,2.03547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,269,0.1427713471,96.31963682,
🇮🇪,ContraVz,0,1,8:17.914,8:17.914,03 Apr 2025,400,(V),3844627486666536870,,,https://www.speedrun.com/mc/runs/y2n4p27y,8,17,914,497914,498,1,410359,1.213361959,421494,1.181307444,-0.0005,0.8187,1.705131399,61.6244,75.2682,674.5228,2.03599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,0.001661557273,1.250624675,
🇺🇸,Feinberg,0,1,8:15.802,8:18.453,23 Oct 2025,197,(V),-4568351362798030549,,,https://www.speedrun.com/mc/runs/zp5lnlny,8,18,453,498453,498,0,410359,1.214675443,410359,1.214675443,-0.0005,0.9062,2.050705749,60.8161,67.1115,671.1149,2.05071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,0.4655492908,312.4370627,
🇩🇪,jason_n,0,0,8:18.588,8:18.588,19 Aug 2025,262,(U),4176206987315611766,,,https://www.youtube.com/watch?v=GBSM3X1G7Rg,8,18,588,498588,499,1,410359,1.215004423,410359,1.215004423,-0.0005,0.8772,2.054407032,58.7963,67.0259,670.2590,2.05441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,262,0.1655515255,110.9623994,
