flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),depracated,link,minutes,seconds,milliseconds,total_milliseconds,total_seconds,rounding,current_wr,normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_dropped,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<400,400-1000,1000-1500,1500-2000,200+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type,bastion_route,chests_checked,depracated,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,days_since,elo_weight,elo,timeloss 
🇸🇪,PAPLERR,0,1,8:04.190,8:04.190,26 Jan 2025,463,(V),-5524626450736366561,,,https://www.speedrun.com/mc/runs/m3w6egwy,8,4,190,484190,484,0,410359,1.179918072,421494,1.148747076,-0.0005,0.7933,1.616230944,634.0511,799.2146,755.8390,1.69196,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463,0.00004892193468,0.03909912641,
🇳🇴,skycrab1,0,0,8:04.394,8:04.394,30 Sep 2025,216,(U),see video,,,https://www.youtube.com/watch?v=xW_pib-H4zw&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=143,8,4,394,484394,484,0,410359,1.180415197,410359,1.180415197,-0.0005,0.8976,1.984726523,645.8428,719.4997,754.7118,1.69666,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,216,0.3650322402,262.6405994,
🇨🇦,Jay12310,0,0,8:04.480,8:04.480,26 Jan 2025,463,(U),unknown,,,https://www.youtube.com/watch?v=jjYvP5zAbZg&list=PLaTJSsRuu2UcsiC6KEkJwrGp1GaGgPoVG&index=5,8,4,480,484480,484,0,410359,1.18062477,421494,1.149435105,-0.0005,0.7933,1.623511223,632.7959,797.6324,754.2359,1.69865,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,463,0.00004892193468,0.03902172188,
🇧🇷,brahmaquente,0,1,8:01.509,8:04.797,12 May 2025,357,(V),4176313215067158543,,,https://www.speedrun.com/mc/runs/y4nwjk3m,8,4,797,484797,485,1,410359,1.181397264,421494,1.150187191,-0.0005,0.8365,1.631504296,665.7855,795.8952,752.4775,1.70599,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,0.01056795151,8.410981916,
🇺🇦,7rowl,0,1,8:04.491,8:05.070,13 May 2024,721,(U),3390807343358437717,,,https://www.youtube.com/watch?v=1KMm0eJPRws,8,5,70,485070,485,0,410359,1.182062535,421494,1.150834887,-0.0005,0.6973,1.638417304,553.9519,794.3926,750.9582,1.71233,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,721,0,0,
🇧🇬,BlindTravel,0,1,8:03.959,8:05.167,10 May 2025,359,(V),3979016117801702341,,,https://www.speedrun.com/mc/runs/y8g1jl5z,8,5,167,485167,485,0,410359,1.182298914,421494,1.151065021,-0.0005,0.8357,1.640880139,663.4170,793.8573,750.4173,1.71459,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,0.009785751303,7.768490393,
🇸🇪,v_strid,0,1,8:04.428,8:05.428,05 Feb 2025,453,(V),-5544842606483643213,,,https://www.speedrun.com/mc/runs/z5lxpqny,8,5,428,485428,485,0,410359,1.182934942,421494,1.151684247,-0.0005,0.7973,1.647524083,631.8064,792.4132,748.9590,1.72068,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,0.00009179362566,0.07273848088,
🇳🇴,skycrab1,0,0,8:05.447,8:05.447,13 Jul 2025,295,(U),8311211913392066784,,,https://www.youtube.com/watch?v=MPlhH010LdE&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=133,8,5,447,485447,485,0,410359,1.182981243,410359,1.182981243,-0.0005,0.8629,2.017753898,614.7382,712.4406,748.8527,1.72112,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,295,0.07674726717,54.6778666,
🇺🇦,loodlow,0,1,8:02.631,8:05.732,30 Jun 2025,308,(V),6502082647557812063,,,https://www.speedrun.com/mc/runs/z16gg09m,8,5,732,485732,486,1,410359,1.183675757,410359,1.183675757,-0.0005,0.8573,2.026779547,609.1048,710.5152,747.2552,1.72779,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,308,0.05383609102,38.25135931,
🇵🇱,watermelon1708,0,1,8:03.854,8:07.194,06 Jul 2025,302,(V),9122600350394059007,,,https://www.speedrun.com/mc/runs/yw2v45ny,8,7,194,487194,487,0,410359,1.187238491,410359,1.187238491,-0.0005,0.8598,2.073666415,602.3580,700.5403,738.9826,1.76240,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,302,0.06364969155,44.58917345,
🇩🇪,jason_n,0,0,8:07.349,8:07.349,10 Jun 2025,328,(U),6183710647574302652,,,https://www.youtube.com/watch?v=Logr5V0QDDk,8,7,349,487349,487,0,410359,1.187616209,421494,1.156241844,-0.0005,0.8487,1.697200598,663.3908,781.6165,738.0980,1.76611,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,328,0.02934141734,22.93373696,
🇸🇪,PAPLERR,0,1,8:07.689,8:07.689,28 May 2025,341,(V),-2052078032780233310,,,https://www.speedrun.com/mc/runs/y22nr37y,8,7,689,487689,488,1,410359,1.188444752,421494,1.157048499,-0.0005,0.8432,1.706136717,657.4555,779.6749,736.1524,1.77426,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,0.01896458285,14.78620987,
🇨🇳,Acactus_,0,1,8:05.297,8:08.421,23 Feb 2024,801,(V),6832552403849051699,,,https://www.speedrun.com/mc/runs/zn28n27z,8,8,421,488421,488,0,410359,1.190228556,421494,1.158785178,-0.0005,0.6700,1.725524269,519.5489,775.4635,731.9402,1.79193,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,0,0,
🇮🇱,sagi_enderman,0,1,8:05.180,8:08.427,24 Jan 2024,831,(V),-1127568643405241248,,,https://www.speedrun.com/mc/runs/zqdn2l1m,8,8,427,488427,488,0,410359,1.190243177,421494,1.158799414,-0.0005,0.6600,1.725684025,511.7909,775.4289,731.9056,1.79208,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,831,0,0,
🇫🇮,Lathil,0,1,8:08.473,8:08.473,14 Apr 2025,385,(V),-1308536743164996263,,,https://www.speedrun.com/mc/runs/ylpgo0rm,8,8,473,488473,488,0,410359,1.190355274,421494,1.158908549,-0.0005,0.8249,1.726909283,639.4274,775.1628,731.6398,1.79319,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,0.00332374706,2.57644494,
🇺🇸,meebie,0,0,8:09.030,8:09.030,16 Oct 2025,200,(U),unknown,,,https://www.youtube.com/watch?v=uZ1E_scaXFA&list=PLaTJSsRuu2Ufk7cX7bUTt9V-IJxa8wqSM&index=20,8,9,30,489030,489,0,410359,1.191712622,410359,1.191712622,-0.0005,0.9048,2.133959584,622.3341,687.7855,728.4115,1.80675,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,0.4493289641,309.0419448,
🇩🇪,jason_n,0,1,8:10.305,8:10.305,12 May 2024,722,(V),-8081672849157921881,,,https://www.speedrun.com/mc/runs/y46kvjnz,8,10,305,490305,490,0,410359,1.194819658,421494,1.163254993,-0.0005,0.6970,1.776368173,532.7910,764.4290,720.9529,1.83815,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,722,0,0,
🇺🇸,meebie,0,1,8:09.372,8:10.419,07 Jul 2023,1032,(V),-4538563713628989532,12,Yes,https://www.speedrun.com/mc/run/zge2pn0y,8,10,419,490419,490,0,410359,1.195097463,465828,1.052789871,-0.0005,0.5969,0.8545770414,571.2304,956.9898,720.2814,1.84098,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1032,0,0,
🇸🇰,NoFear1337,0,0,7:47.229,8:10.447,27 Dec 2023,859,(U),unknown,16,Yes,https://www.youtube.com/watch?v=GFz5UcBTrAk,8,10,447,490447,490,0,410359,1.195165696,446254,1.099031045,-0.0005,0.6508,1.164264774,583.0745,895.8876,720.1163,1.84167,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,859,0,0,
🇺🇸,itsnahan,0,1,8:10.502,8:10.502,19 May 2025,350,(U),-2397708846488236424,,,https://www.youtube.com/watch?v=U4hoPKXpmyo,8,10,502,490502,491,1,410359,1.195299725,421494,1.163722378,-0.0005,0.8395,1.78176415,640.7231,763.2590,719.7920,1.84304,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:09.558,8:10.528,23 Jun 2024,680,(U),-6343411097658357214,,,https://www.youtube.com/watch?v=pmNaJCUang0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=38,8,10,528,490528,491,1,410359,1.195363085,421494,1.163784063,-0.0005,0.7118,1.782477443,543.1550,763.1043,719.6386,1.84369,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,680,0,0,
🇬🇧,Steez,0,1,8:10.112,8:10.627,14 Aug 2025,263,(V),-550357973299006184,,,https://www.speedrun.com/mc/runs/y4nn06nm,8,10,627,490627,491,1,410359,1.195604337,410359,1.195604337,-0.0005,0.8768,2.187708491,593.1322,676.4897,719.0542,1.84615,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,0.1621643908,109.7025449,
🇨🇦,Aquacorde,0,0,8:10.818,8:10.818,15 Jul 2025,293,(U),5155476148031295835,,,https://www.youtube.com/watch?v=m5GWURA89ts,8,10,818,490818,491,1,410359,1.196069783,410359,1.196069783,-0.0005,0.8637,2.194219279,583.1241,675.1265,717.9251,1.85092,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,293,0.08083253772,54.57218734,
🇳🇴,skycrab1,0,0,8:10.890,8:10.890,06 Jan 2025,483,(U),-7855142198495008899,,,https://www.youtube.com/watch?v=__bACJwOlow&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=107,8,10,890,490890,491,1,410359,1.196245239,421494,1.164642913,-0.0005,0.7854,1.792436219,597.6839,760.9457,717.4989,1.85272,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,483,0.00001277706616,0.009722653143,
🇳🇴,skycrab1,0,0,8:10.497,8:11.103,07 Feb 2026,86,(U),unknown,,,https://www.youtube.com/watch?v=c8Pr_8UkxF0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=167,8,11,103,491103,491,0,410359,1.196764297,410359,1.196764297,-0.0005,0.9579,2.203967363,644.7582,673.0875,716.2363,1.85805,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0.9383750217,631.6085159,
🇧🇷,brahmaquente,0,1,8:07.405,8:11.357,30 Jul 2024,643,(V),468064970823174801,,,https://www.speedrun.com/mc/runs/meg6x50y,8,11,357,491357,491,0,410359,1.197383267,421494,1.165750877,-0.0005,0.7251,1.805359756,549.7016,758.1457,714.7273,1.86442,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,0,0.000000002158407495,
🇩🇰,Bloopy,0,0,8:11.720,8:11.720,07 Mar 2026,58,(U),6328234340742294275,,,https://www.youtube.com/watch?v=_3NI29jbOy0,8,11,720,491720,492,1,410359,1.198267858,410359,1.198267858,-0.0005,0.9714,2.225207233,649.5412,668.6537,712.5643,1.87357,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0.9806779115,655.7339425,
🇺🇸,itsnahan,0,1,8:11.731,8:12.061,26 Sep 2024,585,(V),8580381741511547234,,,https://www.speedrun.com/mc/runs/ydl27rxz,8,12,61,492061,492,0,410359,1.199098838,421494,1.167421126,-0.0005,0.7464,1.825005123,562.7017,753.8924,710.5255,1.88219,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585,0.000000002020011768,0.000001522871573,
🇷🇴,tudorule,0,1,8:08.070,8:12.219,03 May 2025,366,(V),3079207861677416186,,,https://www.speedrun.com/mc/runs/y6jp6n0m,8,12,219,492219,492,0,410359,1.199483867,421494,1.167795983,-0.0005,0.8328,1.829441277,627.0182,752.9325,709.5786,1.88620,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,0.00742583903,5.591155905,
🇦🇺,ParaFraser,0,1,8:10.103,8:12.481,05 Jul 2025,303,(V),-3856485852976638547,,,https://www.speedrun.com/mc/runs/y4nxdrdm,8,12,481,492481,492,0,410359,1.200122332,410359,1.200122332,-0.0005,0.8594,2.251662455,569.9218,663.1486,708.0052,1.89287,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,0.06192615204,41.06624295,
🇳🇴,skycrab1,0,0,8:12.697,8:12.697,16 Jun 2025,322,(U),8459975692548252643,,,https://www.youtube.com/watch?v=snXcok9zxhU&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=130,8,12,697,492697,493,1,410359,1.2006487,410359,1.2006487,-0.0005,0.8513,2.259223732,563.1968,661.5788,706.7052,1.89838,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,322,0.03548572415,23.47660332,
🇨🇦,wethr,0,1,8:13.175,8:13.175,22 Dec 2024,498,(V),4556224492622948754,,,https://www.speedrun.com/mc/runs/y9p0o6vm,8,13,175,493175,493,0,410359,1.201813534,421494,1.170064105,-0.0005,0.7796,1.856496368,582.4112,747.0833,703.8188,1.91063,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498,0.000004327159655,0.003232748656,
🇺🇸,Zylenox,0,0,8:11.111,8:13.283,16 Mar 2023,1145,(U),3386076644250915113,15,Yes,https://www.youtube.com/watch?v=t_huEH4IZxg,8,13,283,493283,493,0,410359,1.202076718,465828,1.058938063,-0.0005,0.5641,0.8905593454,536.0653,950.2793,703.1649,1.91341,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1145,0,0,
🇦🇺,bigbigmongey,0,1,8:12.044,8:12.649,02 Jul 2024,671,(V),8478412829008933608,,,https://www.speedrun.com/mc/runs/z0dvl6ey,8,12,649,492649,493,1,410359,1.20053173,421494,1.168816163,-0.0005,0.7150,1.841564946,536.4573,750.3104,706.9943,1.89715,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671,0,0,
🇨🇦,MrBudgie,0,1,8:10.638,8:13.690,16 Aug 2024,626,(V),1320019232325394424,,,https://www.speedrun.com/mc/runs/yvx1dexz,8,13,690,493690,494,1,410359,1.203068533,421494,1.17128595,-0.0005,0.7312,1.871223939,543.9790,743.9029,700.6947,1.92391,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,0,0.00000001650624519,
🇨🇦,Aquacorde,0,0,8:14.109,8:14.109,05 Jul 2025,303,(U),6586350975935929914,,,https://www.youtube.com/watch?v=G0Hp7oeSKuw,8,14,109,494109,494,0,410359,1.20408959,410359,1.20408959,-0.0005,0.8594,2.309227383,559.6866,651.2391,698.1420,1.93477,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,303,0.06192615204,40.3287333,
🇺🇸,Bloon,0,1,8:14.162,8:14.162,27 Oct 2025,189,(V),-960978816984086672,,,https://www.speedrun.com/mc/runs/z0k9kvjm,8,14,162,494162,494,0,410359,1.204218745,410359,1.204218745,-0.0005,0.9098,2.311123855,592.1600,650.8484,697.8184,1.93615,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,0.5090918128,331.3416086,
🇨🇦,Jay12310,0,0,8:14.911,8:14.911,01 Dec 2025,154,(U),unknown,,,https://www.youtube.com/watch?v=DQen1iTu-So&list=PLaTJSsRuu2UcsiC6KEkJwrGp1GaGgPoVG&index=9,8,14,911,494911,495,1,410359,1.206043976,410359,1.206043976,-0.0005,0.9259,2.338077674,597.4836,645.3074,693.2288,1.95572,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,154,0.6940395025,447.8688316,
🇺🇸,doogile,1,1,8:10.241,8:15.537,06 Nov 2022,1275,(V),9153513292182018950,,,https://www.youtube.com/watch?v=8DYIvJETTDE,8,15,537,495537,496,1,410359,1.20756947,517884,0.9568494103,-0.0005,0.5286,0.4513328452,539.2413,1020.1074,689.3694,1.97221,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1275,0,0,
🇩🇰,Bloopy,0,0,8:15.715,8:15.715,06 Apr 2026,28,(U),3795610833190711920,,,https://www.youtube.com/watch?v=Tk_-9crkNP0,8,15,715,495715,496,1,410359,1.208003236,410359,1.208003236,-0.0005,0.9861,2.367330271,630.4310,639.3191,688.2680,1.97692,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0.9978072077,637.9172479,
🇨🇦,Aquacorde,0,0,8:16.080,8:16.080,19 Jul 2025,289,(U),-3413707190764289689,,,https://www.youtube.com/watch?v=ip7IP1Srx_o,8,16,80,496080,496,0,410359,1.208892701,410359,1.208892701,-0.0005,0.8655,2.380720407,550.9374,636.5870,686.0044,1.98662,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,289,0.08947850054,56.96085333,
🇧🇪,akbh,0,1,8:16.150,8:16.150,28 Oct 2025,188,(V),-494949671729861114,,,https://www.speedrun.com/mc/runs/y9w1kxrz,8,16,150,496150,496,0,410359,1.209063284,410359,1.209063284,-0.0005,0.9103,2.383296271,578.9964,636.0621,685.5694,1.98848,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,0.5145476057,327.2842371,
🇬🇧,Mauvu,0,1,8:16.269,8:16.269,04 Jun 2025,334,(V),7577249546337144986,,,https://www.speedrun.com/mc/runs/yvl7e48z,8,16,269,496269,496,0,410359,1.209353274,421494,1.177404661,-0.0005,0.8462,1.946613511,615.7548,727.6708,684.8294,1.99166,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,0.02408971242,17.52938143,
🇸🇰,NoFear1337,0,0,8:16.272,8:16.613,23 Apr 2026,11,(U),unknown,,,https://www.youtube.com/watch?v=NVqSAkRBd_4,8,16,613,496613,497,1,410359,1.210191564,410359,1.210191564,-0.0005,0.9945,2.400397962,629.1128,632.5824,682.6860,2.00085,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0.9998669089,632.4982551,
🇦🇷,TuCara9,0,1,8:17.207,8:17.713,26 Nov 2025,159,(V),7314274440218677457,,,https://www.speedrun.com/mc/runs/m326p64y,8,17,713,497713,498,1,410359,1.212872144,410359,1.212872144,-0.0005,0.9236,2.441478516,576.5554,624.2628,675.7898,2.03052,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,0.6690022203,417.6331699,
🇨🇦,Aquacorde,0,0,8:17.895,8:17.895,12 Aug 2025,265,(U),-7262470716101336113,,,https://www.youtube.com/watch?v=ytYXAwlQPWg,8,17,895,497895,498,1,410359,1.213315658,410359,1.213315658,-0.0005,0.8759,2.448337005,545.5817,622.8792,674.6426,2.03547,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,265,0.1555228675,96.87196024,
🇮🇪,ContraVz,0,1,8:17.914,8:17.914,03 Apr 2025,396,(V),3844627486666536870,,,https://www.speedrun.com/mc/runs/y2n4p27y,8,17,914,497914,498,1,410359,1.213361959,421494,1.181307444,-0.0005,0.8204,1.996153671,588.2503,717.0550,674.5228,2.03599,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,0.00200941107,1.440858193,
🇺🇸,Feinberg,0,1,8:15.802,8:18.453,23 Oct 2025,193,(V),-4568351362798030549,,,https://www.speedrun.com/mc/runs/zp5lnlny,8,18,453,498453,498,0,410359,1.214675443,410359,1.214675443,-0.0005,0.9080,2.46947437,561.7178,618.6252,671.1149,2.05071,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,0.4872852005,301.4468815,
🇩🇪,jason_n,0,0,8:18.588,8:18.588,19 Aug 2025,258,(U),4176206987315611766,,,https://www.youtube.com/watch?v=GBSM3X1G7Rg,8,18,588,498588,499,1,410359,1.215004423,410359,1.215004423,-0.0005,0.8790,2.474613188,542.8484,617.5932,670.2590,2.05441,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,258,0.1795410871,110.8833569,
🇩🇰,Bloopy,0,0,8:18.601,8:18.601,02 Aug 2025,275,(U),121410886578867315,,,https://www.youtube.com/watch?v=EwXtlrbNI1o,8,18,601,498601,499,1,410359,1.215036103,410359,1.215036103,-0.0005,0.8715,2.475108552,538.1670,617.4938,670.1765,2.05476,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,275,0.124969259,77.16774083,
🇺🇸,Zylenox,0,0,8:17.546,8:18.731,15 Apr 2024,749,(U),3379831003145275556,,,https://www.youtube.com/watch?v=JDIyooRslEc,8,18,731,498731,499,1,410359,1.215352898,421494,1.183245788,-0.0005,0.6876,2.021187449,489.3939,711.7079,669.3514,2.05833,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,749,0,0,
