flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),depracated,link,minutes,seconds,milliseconds,total_milliseconds,total_seconds,rounding,current_wr,normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_dropped,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<400,400-1000,1000-1500,1500-2000,200+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type,bastion_route,chests_checked,depracated,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,days_since,elo_weight,elo,timeloss 
🇸🇪,PAPLERR,0,1,8:04.190,8:04.190,26 Jan 2025,473,(V),-5524626450736366561,,,https://www.speedrun.com/mc/runs/m3w6egwy,8,4,190,484190,,,410359,1.179918072,421494,1.148747076,-0.0005,0.7894,1.41989972,64.8301,82.1273,707.6252,2.09037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473,0.0000253588773,0.02082655256,
🇳🇴,skycrab1,0,0,8:04.394,8:04.394,30 Sep 2025,226,(U),see video,,,https://www.youtube.com/watch?v=xW_pib-H4zw&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=143,8,4,394,484394,,,410359,1.180415197,410359,1.180415197,-0.0005,0.8932,1.696664062,67.4071,75.4712,706.1805,2.09738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,226,0.3152726055,237.9399647,
🇨🇦,Jay12310,0,0,8:04.480,8:04.480,26 Jan 2025,473,(U),unknown,,,https://www.youtube.com/watch?v=jjYvP5zAbZg&list=PLaTJSsRuu2UcsiC6KEkJwrGp1GaGgPoVG&index=5,8,4,480,484480,,,410359,1.18062477,421494,1.149435105,-0.0005,0.7894,1.425443444,64.7250,81.9941,705.5704,2.10034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,473,0.0000253588773,0.02079279396,
🇧🇷,brahmaquente,0,1,8:01.509,8:04.797,12 May 2025,367,(V),4176313215067158543,,,https://www.speedrun.com/mc/runs/y4nwjk3m,8,4,797,484797,,,410359,1.181397264,421494,1.150187191,-0.0005,0.8324,1.431526127,68.1264,81.8480,703.3162,2.11130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,0.007132551175,5.837853099,
🇺🇦,7rowl,0,1,8:04.491,8:05.070,13 May 2024,731,(U),3390807343358437717,,,https://www.youtube.com/watch?v=1KMm0eJPRws,8,5,70,485070,,,410359,1.182062535,421494,1.150834887,-0.0005,0.6938,1.436783687,56.7026,81.7217,701.3681,2.12077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,731,0,0,
🇧🇬,BlindTravel,0,1,8:03.959,8:05.167,10 May 2025,369,(V),3979016117801702341,,,https://www.speedrun.com/mc/runs/y8g1jl5z,8,5,167,485167,,,410359,1.182298914,421494,1.151065021,-0.0005,0.8315,1.438656037,67.9158,81.6767,700.6744,2.12415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,0.006575919255,5.370995572,
🇹🇿,Kxpow,0,0,8:02.735,8:05.252,10 May 2025,369,(U),-7680287748229501835,,,https://www.youtube.com/watch?v=B-KCsE-Rm1k,8,5,252,485252,,,410359,1.18250605,421494,1.151266685,-0.0005,0.8315,1.440298604,67.8830,81.6373,700.0659,2.12711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇪,v_strid,0,1,8:04.428,8:05.428,05 Feb 2025,463,(V),-5544842606483643213,,,https://www.speedrun.com/mc/runs/z5lxpqny,8,5,428,485428,,,410359,1.182934942,421494,1.151684247,-0.0005,0.7933,1.443705175,64.7014,81.5554,698.8041,2.13326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463,0.00004892193468,0.03989846966,
🇳🇴,skycrab1,0,0,8:05.447,8:05.447,13 Jul 2025,305,(U),8311211913392066784,,,https://www.youtube.com/watch?v=MPlhH010LdE&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=133,8,5,447,485447,,,410359,1.182981243,410359,1.182981243,-0.0005,0.8586,1.721119446,64.2934,74.8853,698.6677,2.13393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,305,0.05858582534,43.8721523,
🇺🇦,loodlow,0,1,8:02.631,8:05.732,30 Jun 2025,318,(V),6502082647557812063,,,https://www.speedrun.com/mc/runs/z16gg09m,8,5,732,485732,,,410359,1.183675757,410359,1.183675757,-0.0005,0.8530,1.727793368,63.7406,74.7255,696.6185,2.14392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,318,0.04012550147,29.98398889,
🇵🇱,watermelon1708,0,1,8:03.854,8:07.194,06 Jul 2025,312,(V),9122600350394059007,,,https://www.speedrun.com/mc/runs/yw2v45ny,8,7,194,487194,,,410359,1.187238491,410359,1.187238491,-0.0005,0.8556,1.762400966,63.2243,73.8983,686.0016,2.19586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,312,0.0479722385,35.45064953,
🇩🇪,jason_n,0,0,8:07.349,8:07.349,10 Jun 2025,338,(U),6183710647574302652,,,https://www.youtube.com/watch?v=Logr5V0QDDk,8,7,349,487349,,,410359,1.187616209,421494,1.156241844,-0.0005,0.8445,1.481372423,68.1092,80.6495,684.8659,2.20143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,338,0.02103753197,16.96665423,
🇸🇪,PAPLERR,0,1,8:07.689,8:07.689,28 May 2025,351,(V),-2052078032780233310,,,https://www.speedrun.com/mc/runs/y22nr37y,8,7,689,487689,,,410359,1.188444752,421494,1.157048499,-0.0005,0.8390,1.488132579,67.5314,80.4868,682.3678,2.21371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,0.01324208717,10.65812764,
🇨🇳,Acactus_,0,1,8:05.297,8:08.421,23 Feb 2024,811,(V),6832552403849051699,,,https://www.speedrun.com/mc/runs/zn28n27z,8,8,421,488421,,,410359,1.190228556,421494,1.158785178,-0.0005,0.6666,1.502783103,53.4209,80.1341,676.9584,2.24034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811,0,0,
🇮🇱,sagi_enderman,0,1,8:05.180,8:08.427,24 Jan 2024,841,(V),-1127568643405241248,,,https://www.speedrun.com/mc/runs/zqdn2l1m,8,8,427,488427,,,410359,1.190243177,421494,1.158799414,-0.0005,0.6567,1.502903735,52.6236,80.1312,676.9139,2.24056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,841,0,0,
🇫🇮,Lathil,0,1,8:08.473,8:08.473,14 Apr 2025,395,(V),-1308536743164996263,,,https://www.speedrun.com/mc/runs/ylpgo0rm,8,8,473,488473,,,410359,1.190355274,421494,1.158908549,-0.0005,0.8208,1.503828873,65.7518,80.1089,676.5725,2.24225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,0.002105952332,1.687056202,
🇺🇸,meebie,0,0,8:09.030,8:09.030,16 Oct 2025,210,(U),unknown,,,https://www.youtube.com/watch?v=uZ1E_scaXFA&list=PLaTJSsRuu2Ufk7cX7bUTt9V-IJxa8wqSM&index=20,8,9,30,489030,,,410359,1.191712622,410359,1.191712622,-0.0005,0.9003,1.806753411,65.5807,72.8412,672.4258,2.26273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,0.3960954743,288.5205104,
🇩🇪,jason_n,0,1,8:10.305,8:10.305,12 May 2024,732,(V),-8081672849157921881,,,https://www.speedrun.com/mc/runs/y46kvjnz,8,10,305,490305,,,410359,1.194819658,421494,1.163254993,-0.0005,0.6935,1.541101205,54.9334,79.2115,662.8434,2.31027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,732,0,0,
🇺🇸,meebie,0,1,8:09.372,8:10.419,07 Jul 2023,1042,(V),-4538563713628989532,12,Yes,https://www.speedrun.com/mc/run/zge2pn0y,8,10,419,490419,,,410359,1.195097463,465828,1.052789871,-0.0005,0.5939,0.8167404078,56.9489,95.8854,661.9806,2.31456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1042,0,0,
🇸🇰,NoFear1337,0,0,7:47.229,8:10.447,27 Dec 2023,869,(U),unknown,16,Yes,https://www.youtube.com/watch?v=GFz5UcBTrAk,8,10,447,490447,,,410359,1.195165696,446254,1.099031045,-0.0005,0.6476,1.068366434,58.5444,90.4037,661.7685,2.31562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,869,0,0,
🇺🇸,itsnahan,0,1,8:10.502,8:10.502,19 May 2025,360,(U),-2397708846488236424,,,https://www.youtube.com/watch?v=U4hoPKXpmyo,8,10,502,490502,,,410359,1.195299725,421494,1.163722378,-0.0005,0.8353,1.545159242,66.0814,79.1138,661.3518,2.31769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:09.558,8:10.528,23 Jun 2024,690,(U),-6343411097658357214,,,https://www.youtube.com/watch?v=pmNaJCUang0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=38,8,10,528,490528,,,410359,1.195363085,421494,1.163784063,-0.0005,0.7082,1.545695551,56.0209,79.1009,661.1547,2.31867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,690,0,0,
🇬🇧,Steez,0,1,8:10.112,8:10.627,14 Aug 2025,273,(V),-550357973299006184,,,https://www.speedrun.com/mc/runs/y4nn06nm,8,10,627,490627,,,410359,1.195604337,410359,1.195604337,-0.0005,0.8724,1.846153327,62.7307,71.9054,660.4038,2.32242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,0.1307273137,94.00002079,
🇨🇦,Aquacorde,0,0,8:10.818,8:10.818,15 Jul 2025,303,(U),5155476148031295835,,,https://www.youtube.com/watch?v=m5GWURA89ts,8,10,818,490818,,,410359,1.196069783,410359,1.196069783,-0.0005,0.8594,1.850917303,61.6998,71.7925,658.9530,2.32965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,303,0.06192615204,44.45833653,
🇳🇴,skycrab1,0,0,8:10.890,8:10.890,06 Jan 2025,493,(U),-7855142198495008899,,,https://www.youtube.com/watch?v=__bACJwOlow&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=107,8,10,890,490890,,,410359,1.196245239,421494,1.164642913,-0.0005,0.7815,1.55318037,61.6790,78.9207,658.4054,2.33238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,493,0.00000625383489,0.004935567225,
🇳🇴,skycrab1,0,0,8:10.497,8:11.103,07 Feb 2026,96,(U),unknown,,,https://www.youtube.com/watch?v=c8Pr_8UkxF0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=167,8,11,103,491103,,,410359,1.196764297,410359,1.196764297,-0.0005,0.9531,1.858046567,68.2669,71.6236,656.7831,2.34048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,0.9153272751,655.5906441,
🇧🇷,brahmaquente,0,1,8:07.405,8:11.357,30 Jul 2024,653,(V),468064970823174801,,,https://www.speedrun.com/mc/runs/meg6x50y,8,11,357,491357,,,410359,1.197383267,421494,1.165750877,-0.0005,0.7214,1.562885244,56.7683,78.6870,654.8442,2.35018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,0,0.0000000006356042751,
🇩🇰,Bloopy,0,0,8:11.720,8:11.720,07 Mar 2026,68,(U),6328234340742294275,,,https://www.youtube.com/watch?v=_3NI29jbOy0,8,11,720,491720,,,410359,1.198267858,410359,1.198267858,-0.0005,0.9666,1.873566084,68.8744,71.2564,652.0650,2.36410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,0.9690459967,690.5075793,
🇺🇸,itsnahan,0,1,8:11.731,8:12.061,26 Sep 2024,595,(V),8580381741511547234,,,https://www.speedrun.com/mc/runs/ydl27rxz,8,12,61,492061,,,410359,1.199098838,421494,1.167421126,-0.0005,0.7427,1.577620273,58.1752,78.3322,649.4454,2.37724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,0.0000000007109013102,0.0000005568648068,
🇷🇴,tudorule,0,1,8:08.070,8:12.219,03 May 2025,376,(V),3079207861677416186,,,https://www.speedrun.com/mc/runs/y6jp6n0m,8,12,219,492219,,,410359,1.199483867,421494,1.167795983,-0.0005,0.8286,1.580944705,64.8409,78.2522,648.2288,2.38335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,0.004913653108,3.845041465,
🇦🇺,ParaFraser,0,1,8:10.103,8:12.481,05 Jul 2025,313,(V),-3856485852976638547,,,https://www.speedrun.com/mc/runs/y4nxdrdm,8,12,481,492481,,,410359,1.200122332,410359,1.200122332,-0.0005,0.8551,1.892869275,60.5438,70.8005,646.2074,2.39352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,0.04658718853,32.98397213,
🇳🇴,skycrab1,0,0,8:12.697,8:12.697,16 Jun 2025,332,(U),8459975692548252643,,,https://www.youtube.com/watch?v=snXcok9zxhU&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=130,8,12,697,492697,,,410359,1.2006487,410359,1.2006487,-0.0005,0.8470,1.898380935,59.8612,70.6705,644.5372,2.40194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,332,0.02574700936,18.19554448,
🇺🇸,Infume,0,0,8:12.836,8:12.836,17 Jun 2025,331,(U),unknown,,,https://www.youtube.com/watch?v=IKZLFxXVutk,8,12,836,492836,,,410359,1.200987428,410359,1.200987428,-0.0005,0.8475,1.901935465,59.8201,70.5867,643.4606,2.40736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇿,Kxpow,0,0,8:11.452,8:12.866,09 Nov 2024,551,(U),-4774790054232718199,,,https://www.youtube.com/watch?v=hPLiTXbLFJs,8,12,866,492866,,,410359,1.201060535,421494,1.169330999,-0.0005,0.7592,1.594625009,59.1585,77.9229,643.2281,2.40854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,wethr,0,1,8:13.175,8:13.175,22 Dec 2024,508,(V),4556224492622948754,,,https://www.speedrun.com/mc/runs/y9p0o6vm,8,13,175,493175,,,410359,1.201813534,421494,1.170064105,-0.0005,0.7757,1.601196695,60.3215,77.7648,640.8292,2.42065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,0.000002025586641,0.001575192908,
🇺🇸,zylenox,0,0,8:11.111,8:13.283,16 Mar 2023,1155,(U),3386076644250915113,15,Yes,https://www.youtube.com/watch?v=t_huEH4IZxg,8,13,283,493283,,,410359,1.202076718,465828,1.058938063,-0.0005,0.5613,0.8465586261,53.4737,95.2677,639.9892,2.42490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,0,0,
🇦🇺,bigbigmongey,0,1,8:12.044,8:12.649,02 Jul 2024,681,(V),8478412829008933608,,,https://www.speedrun.com/mc/runs/z0dvl6ey,8,12,649,492649,,,410359,1.20053173,421494,1.168816163,-0.0005,0.7114,1.590024694,55.5143,78.0336,644.9086,2.40006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681,0,0,
🇬🇧,priffie,0,0,8:12.799,8:12.799,24 Nov 2024,536,(U),-8570838528164744494,,,https://www.youtube.com/watch?v=7FDQZBJ-OMw,8,12,799,492799,,,410359,1.200897263,421494,1.16917204,-0.0005,0.7649,1.593203337,59.6300,77.9571,643.7473,2.40592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,MrBudgie,0,1,8:10.638,8:13.690,16 Aug 2024,636,(V),1320019232325394424,,,https://www.speedrun.com/mc/runs/yvx1dexz,8,13,690,493690,,,410359,1.203068533,421494,1.17128595,-0.0005,0.7276,1.612204547,56.3892,77.4999,636.8163,2.44096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636,0,0.000000005207929426,
🇨🇦,Aquacorde,0,0,8:14.109,8:14.109,05 Jul 2025,313,(U),6586350975935929914,,,https://www.youtube.com/watch?v=G0Hp7oeSKuw,8,14,109,494109,,,410359,1.20408959,410359,1.20408959,-0.0005,0.8551,1.934769938,59.7003,69.8142,633.5378,2.45760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,313,0.04658718853,32.52447368,
🇬🇧,priffie,0,0,8:14.135,8:14.135,17 Nov 2024,543,(U),unknown,,,https://www.youtube.com/watch?v=vyuhDkjpgio,8,14,135,494135,,,410359,1.204152949,421494,1.172341718,-0.0005,0.7622,1.621771835,58.8978,77.2698,633.3340,2.45864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Bloon,0,1,8:14.162,8:14.162,27 Oct 2025,199,(V),-960978816984086672,,,https://www.speedrun.com/mc/runs/z0k9kvjm,8,14,162,494162,,,410359,1.204218745,410359,1.204218745,-0.0005,0.9053,1.936148012,63.1728,69.7818,633.1223,2.45972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,0.4547261543,317.3162891,
🇨🇦,Jay12310,0,0,8:14.911,8:14.911,01 Dec 2025,164,(U),unknown,,,https://www.youtube.com/watch?v=DQen1iTu-So&list=PLaTJSsRuu2UcsiC6KEkJwrGp1GaGgPoVG&index=9,8,14,911,494911,,,410359,1.206043976,410359,1.206043976,-0.0005,0.9213,1.955718132,63.8652,69.3229,627.2291,2.48975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,164,0.6433319732,445.9762798,
🇺🇸,doogile,1,1,8:10.241,8:15.537,06 Nov 2022,1285,(V),9153513292182018950,,,https://www.youtube.com/watch?v=8DYIvJETTDE,8,15,537,495537,,,410359,1.20756947,517884,0.9568494103,-0.0005,0.5260,0.467176738,53.6927,102.0821,622.2749,2.51511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1285,0,0,
🇩🇰,Bloopy,0,0,8:15.715,8:15.715,06 Apr 2026,38,(U),3795610833190711920,,,https://www.youtube.com/watch?v=Tk_-9crkNP0,8,15,715,495715,,,410359,1.208003236,410359,1.208003236,-0.0005,0.9812,1.976924004,67.5314,68.8268,620.8615,2.52236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0.9945278272,684.501725,
🇨🇦,Aquacorde,0,0,8:16.080,8:16.080,19 Jul 2025,299,(U),-3413707190764289689,,,https://www.youtube.com/watch?v=ip7IP1Srx_o,8,16,80,496080,,,410359,1.208892701,410359,1.208892701,-0.0005,0.8611,1.986619387,59.0745,68.6004,617.9568,2.53729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,299,0.06903857311,47.36076344,
🇧🇪,akbh,0,1,8:16.150,8:16.150,28 Oct 2025,198,(V),-494949671729861114,,,https://www.speedrun.com/mc/runs/y9w1kxrz,8,16,150,496150,,,410359,1.209063284,410359,1.209063284,-0.0005,0.9057,1.988483673,62.0950,68.5569,617.3987,2.54017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,0.4601332305,315.4532768,
🇬🇧,Mauvu,0,1,8:16.269,8:16.269,04 Jun 2025,344,(V),7577249546337144986,,,https://www.speedrun.com/mc/runs/yvl7e48z,8,16,269,496269,,,410359,1.209353274,421494,1.177404661,-0.0005,0.8420,1.668376254,64.1166,76.1499,616.4493,2.54506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,0.01706444193,12.99455021,
🇸🇰,NoFear1337,0,0,8:16.272,8:16.613,23 Apr 2026,21,(U),unknown,,,https://www.youtube.com/watch?v=NVqSAkRBd_4,8,16,613,496613,,,410359,1.210191564,410359,1.210191564,-0.0005,0.9896,2.000854402,67.5555,68.2686,613.6998,2.55925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0.9990743287,682.0540102,
🇦🇷,TuCara9,0,1,8:17.207,8:17.713,26 Nov 2025,169,(V),7314274440218677457,,,https://www.speedrun.com/mc/runs/m326p64y,8,17,713,497713,,,410359,1.212872144,410359,1.212872144,-0.0005,0.9190,2.03052378,62.1032,67.5790,604.8578,2.60510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,0.6171267171,417.0479148,
🇨🇦,Aquacorde,0,0,8:17.895,8:17.895,12 Aug 2025,275,(U),-7262470716101336113,,,https://www.youtube.com/watch?v=ytYXAwlQPWg,8,17,895,497895,,,410359,1.213315658,410359,1.213315658,-0.0005,0.8715,2.035470782,58.7974,67.4643,603.3878,2.61276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,275,0.124969259,84.30958933,
🇮🇪,ContraVz,0,1,8:17.914,8:17.914,03 Apr 2025,406,(V),3844627486666536870,,,https://www.speedrun.com/mc/runs/y2n4p27y,8,17,914,497914,,,410359,1.213361959,421494,1.181307444,-0.0005,0.8163,1.705131399,61.4398,75.2682,603.2342,2.61356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,0.001240374908,0.9336081829,
🇺🇸,Feinberg,0,1,8:15.802,8:18.453,23 Oct 2025,203,(V),-4568351362798030549,,,https://www.speedrun.com/mc/runs/zp5lnlny,8,18,453,498453,,,410359,1.214675443,410359,1.214675443,-0.0005,0.9035,2.050705749,60.6340,67.1115,598.8682,2.63637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,0.4332056593,290.7307699,
🇩🇪,jason_n,0,0,8:18.588,8:18.588,19 Aug 2025,268,(U),4176206987315611766,,,https://www.youtube.com/watch?v=GBSM3X1G7Rg,8,18,588,498588,,,410359,1.215004423,410359,1.215004423,-0.0005,0.8746,2.054407032,58.6202,67.0259,597.7720,2.64211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,268,0.1458927961,97.78595913,
