flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),depracated,link,minutes,seconds,milliseconds,total_milliseconds,total_seconds,rounding,current_wr,normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_dropped,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<400,400-1000,1000-1500,1500-2000,200+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type,bastion_route,chests_checked,depracated,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,days_since,elo_weight,elo,timeloss 
🇮🇱,sagi_enderman,0,1,8:05.180,8:08.427,24 Jan 2024,830,(V),-1127568643405241248,,,https://www.speedrun.com/mc/runs/zqdn2l1m,8,8,427,488427,488,0,410359,1.190243177,421494,1.158799414,-0.0005,0.6603,1.725684025,512.0469,775.4289,731.9056,1.79208,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,830,0,0,
🇫🇮,Lathil,0,1,8:08.473,8:08.473,14 Apr 2025,384,(V),-1308536743164996263,,,https://www.speedrun.com/mc/runs/ylpgo0rm,8,8,473,488473,488,0,410359,1.190355274,421494,1.158908549,-0.0005,0.8253,1.726909283,639.7471,775.1628,731.6398,1.79319,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,0.003474480179,2.69328764,
🇺🇸,meebie,0,0,8:09.030,8:09.030,16 Oct 2025,199,(U),unknown,,,https://www.youtube.com/watch?v=uZ1E_scaXFA&list=PLaTJSsRuu2Ufk7cX7bUTt9V-IJxa8wqSM&index=20,8,9,30,489030,489,0,410359,1.191712622,410359,1.191712622,-0.0005,0.9053,2.133959584,622.6453,687.7855,728.4115,1.80675,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,0.4547261543,312.7540539,
🇩🇪,jason_n,0,1,8:10.305,8:10.305,12 May 2024,721,(V),-8081672849157921881,,,https://www.speedrun.com/mc/runs/y46kvjnz,8,10,305,490305,490,0,410359,1.194819658,421494,1.163254993,-0.0005,0.6973,1.776368173,533.0574,764.4290,720.9529,1.83815,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,721,0,0,
🇺🇸,meebie,0,1,8:09.372,8:10.419,07 Jul 2023,1031,(V),-4538563713628989532,12,Yes,https://www.speedrun.com/mc/run/zge2pn0y,8,10,419,490419,490,0,410359,1.195097463,465828,1.052789871,-0.0005,0.5972,0.8545770414,571.5161,956.9898,720.2814,1.84098,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1031,0,0,
🇸🇰,NoFear1337,0,0,7:47.229,8:10.447,27 Dec 2023,858,(U),unknown,16,Yes,https://www.youtube.com/watch?v=GFz5UcBTrAk,8,10,447,490447,490,0,410359,1.195165696,446254,1.099031045,-0.0005,0.6512,1.164264774,583.3661,895.8876,720.1163,1.84167,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,858,0,0,
🇳🇴,skycrab1,0,0,8:09.558,8:10.528,23 Jun 2024,679,(U),-6343411097658357214,,,https://www.youtube.com/watch?v=pmNaJCUang0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=38,8,10,528,490528,491,1,410359,1.195363085,421494,1.163784063,-0.0005,0.7121,1.782477443,543.4267,763.1043,719.6386,1.84369,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,679,0,0,
🇬🇧,Steez,0,1,8:10.112,8:10.627,14 Aug 2025,262,(V),-550357973299006184,,,https://www.speedrun.com/mc/runs/y4nn06nm,8,10,627,490627,491,1,410359,1.195604337,410359,1.195604337,-0.0005,0.8772,2.187708491,593.4288,676.4897,719.0542,1.84615,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,0.1655515255,111.9939068,
🇨🇦,Aquacorde,0,0,8:10.818,8:10.818,15 Jul 2025,292,(U),5155476148031295835,,,https://www.youtube.com/watch?v=m5GWURA89ts,8,10,818,490818,491,1,410359,1.196069783,410359,1.196069783,-0.0005,0.8642,2.194219279,583.4158,675.1265,717.9251,1.85092,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,292,0.08293411347,55.9910168,
🇳🇴,skycrab1,0,0,8:10.890,8:10.890,06 Jan 2025,482,(U),-7855142198495008899,,,https://www.youtube.com/watch?v=__bACJwOlow&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=107,8,10,890,490890,491,1,410359,1.196245239,421494,1.164642913,-0.0005,0.7858,1.792436219,597.9828,760.9457,717.4989,1.85272,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,482,0.00001370134164,0.01042597656,
🇳🇴,skycrab1,0,0,8:10.497,8:11.103,07 Feb 2026,85,(U),unknown,,,https://www.youtube.com/watch?v=c8Pr_8UkxF0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=167,8,11,103,491103,491,0,410359,1.196764297,410359,1.196764297,-0.0005,0.9584,2.203967363,645.0807,673.0875,716.2363,1.85805,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,0.9404352302,632.9952166,
🇧🇷,brahmaquente,0,1,8:07.405,8:11.357,30 Jul 2024,642,(V),468064970823174801,,,https://www.speedrun.com/mc/runs/meg6x50y,8,11,357,491357,491,0,410359,1.197383267,421494,1.165750877,-0.0005,0.7254,1.805359756,549.9765,758.1457,714.7273,1.86442,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642,0,0.000000002442965277,
🇩🇰,Bloopy,0,0,8:11.720,8:11.720,07 Mar 2026,57,(U),6328234340742294275,,,https://www.youtube.com/watch?v=_3NI29jbOy0,8,11,720,491720,492,1,410359,1.198267858,410359,1.198267858,-0.0005,0.9719,2.225207233,649.8661,668.6537,712.5643,1.87357,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0.9816511285,656.3846877,
🇺🇸,itsnahan,0,1,8:11.731,8:12.061,26 Sep 2024,584,(V),8580381741511547234,,,https://www.speedrun.com/mc/runs/ydl27rxz,8,12,61,492061,492,0,410359,1.199098838,421494,1.167421126,-0.0005,0.7468,1.825005123,562.9831,753.8924,710.5255,1.88219,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584,0.000000002238028707,0.000001687232892,
🇷🇴,tudorule,0,1,8:08.070,8:12.219,03 May 2025,365,(V),3079207861677416186,,,https://www.speedrun.com/mc/runs/y6jp6n0m,8,12,219,492219,492,0,410359,1.199483867,421494,1.167795983,-0.0005,0.8332,1.829441277,627.3318,752.9325,709.5786,1.88620,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,0.007729489191,5.819783995,
🇦🇺,ParaFraser,0,1,8:10.103,8:12.481,05 Jul 2025,302,(V),-3856485852976638547,,,https://www.speedrun.com/mc/runs/y4nxdrdm,8,12,481,492481,492,0,410359,1.200122332,410359,1.200122332,-0.0005,0.8598,2.251662455,570.2068,663.1486,708.0052,1.89287,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,0.06364969155,42.20920582,
🇳🇴,skycrab1,0,0,8:12.697,8:12.697,16 Jun 2025,321,(U),8459975692548252643,,,https://www.youtube.com/watch?v=snXcok9zxhU&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=130,8,12,697,492697,493,1,410359,1.2006487,410359,1.2006487,-0.0005,0.8517,2.259223732,563.4785,661.5788,706.7052,1.89838,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,321,0.0366033285,24.21598668,
🇨🇦,wethr,0,1,8:13.175,8:13.175,22 Dec 2024,497,(V),4556224492622948754,,,https://www.speedrun.com/mc/runs/y9p0o6vm,8,13,175,493175,493,0,410359,1.201813534,421494,1.170064105,-0.0005,0.7800,1.856496368,582.7024,747.0833,703.8188,1.91063,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497,0.000004660688845,0.003481922739,
🇺🇸,Zylenox,0,0,8:11.111,8:13.283,16 Mar 2023,1144,(U),3386076644250915113,15,Yes,https://www.youtube.com/watch?v=t_huEH4IZxg,8,13,283,493283,493,0,410359,1.202076718,465828,1.058938063,-0.0005,0.5644,0.8905593454,536.3334,950.2793,703.1649,1.91341,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1144,0,0,
🇦🇺,bigbigmongey,0,1,8:12.044,8:12.649,02 Jul 2024,670,(V),8478412829008933608,,,https://www.speedrun.com/mc/runs/z0dvl6ey,8,12,649,492649,493,1,410359,1.20053173,421494,1.168816163,-0.0005,0.7153,1.841564946,536.7256,750.3104,706.9943,1.89715,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670,0,0,
🇨🇦,MrBudgie,0,1,8:10.638,8:13.690,16 Aug 2024,625,(V),1320019232325394424,,,https://www.speedrun.com/mc/runs/yvx1dexz,8,13,690,493690,494,1,410359,1.203068533,421494,1.17128595,-0.0005,0.7316,1.871223939,544.2510,743.9029,700.6947,1.92391,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625,0,0.00000001856195222,
🇨🇦,Aquacorde,0,0,8:14.109,8:14.109,05 Jul 2025,302,(U),6586350975935929914,,,https://www.youtube.com/watch?v=G0Hp7oeSKuw,8,14,109,494109,494,0,410359,1.20408959,410359,1.20408959,-0.0005,0.8598,2.309227383,559.9665,651.2391,698.1420,1.93477,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,302,0.06364969155,41.45116967,
🇺🇸,Bloon,0,1,8:14.162,8:14.162,27 Oct 2025,188,(V),-960978816984086672,,,https://www.speedrun.com/mc/runs/z0k9kvjm,8,14,162,494162,494,0,410359,1.204218745,410359,1.204218745,-0.0005,0.9103,2.311123855,592.4561,650.8484,697.8184,1.93615,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,0.5145476057,334.8925029,
🇨🇦,Jay12310,0,0,8:14.911,8:14.911,01 Dec 2025,153,(U),unknown,,,https://www.youtube.com/watch?v=DQen1iTu-So&list=PLaTJSsRuu2UcsiC6KEkJwrGp1GaGgPoVG&index=9,8,14,911,494911,495,1,410359,1.206043976,410359,1.206043976,-0.0005,0.9264,2.338077674,597.7824,645.3074,693.2288,1.95572,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,153,0.6989628399,451.0458976,
🇺🇸,doogile,1,1,8:10.241,8:15.537,06 Nov 2022,1274,(V),9153513292182018950,,,https://www.youtube.com/watch?v=8DYIvJETTDE,8,15,537,495537,496,1,410359,1.20756947,517884,0.9568494103,-0.0005,0.5289,0.4513328452,539.5110,1020.1074,689.3694,1.97221,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1274,0,0,
🇩🇰,Bloopy,0,0,8:15.715,8:15.715,06 Apr 2026,27,(U),3795610833190711920,,,https://www.youtube.com/watch?v=Tk_-9crkNP0,8,15,715,495715,496,1,410359,1.208003236,410359,1.208003236,-0.0005,0.9866,2.367330271,630.7463,639.3191,688.2680,1.97692,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0.9980336358,638.0620077,
🇨🇦,Aquacorde,0,0,8:16.080,8:16.080,19 Jul 2025,288,(U),-3413707190764289689,,,https://www.youtube.com/watch?v=ip7IP1Srx_o,8,16,80,496080,496,0,410359,1.208892701,410359,1.208892701,-0.0005,0.8659,2.380720407,551.2129,636.5870,686.0044,1.98662,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,288,0.09174087977,58.40105461,
🇧🇪,akbh,0,1,8:16.150,8:16.150,28 Oct 2025,187,(V),-494949671729861114,,,https://www.speedrun.com/mc/runs/y9w1kxrz,8,16,150,496150,496,0,410359,1.209063284,410359,1.209063284,-0.0005,0.9107,2.383296271,579.2859,636.0621,685.5694,1.98848,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,0.5200032071,330.7543385,
🇬🇧,Mauvu,0,1,8:16.269,8:16.269,04 Jun 2025,333,(V),7577249546337144986,,,https://www.speedrun.com/mc/runs/yvl7e48z,8,16,269,496269,496,0,410359,1.209353274,421494,1.177404661,-0.0005,0.8466,1.946613511,616.0627,727.6708,684.8294,1.99166,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,0.02490706701,18.12414654,
🇸🇰,NoFear1337,0,0,8:16.272,8:16.613,23 Apr 2026,10,(U),unknown,,,https://www.youtube.com/watch?v=NVqSAkRBd_4,8,16,613,496613,497,1,410359,1.210191564,410359,1.210191564,-0.0005,0.9950,2.400397962,629.4274,632.5824,682.6860,2.00085,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.999900005,632.5191911,
🇦🇷,TuCara9,0,1,8:17.207,8:17.713,26 Nov 2025,158,(V),7314274440218677457,,,https://www.speedrun.com/mc/runs/m326p64y,8,17,713,497713,498,1,410359,1.212872144,410359,1.212872144,-0.0005,0.9240,2.441478516,576.8437,624.2628,675.7898,2.03052,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,0.6740633375,420.7926368,
🇨🇦,Aquacorde,0,0,8:17.895,8:17.895,12 Aug 2025,264,(U),-7262470716101336113,,,https://www.youtube.com/watch?v=ytYXAwlQPWg,8,17,895,497895,498,1,410359,1.213315658,410359,1.213315658,-0.0005,0.8763,2.448337005,545.8546,622.8792,674.6426,2.03547,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,264,0.1588214919,98.92660474,
🇮🇪,ContraVz,0,1,8:17.914,8:17.914,03 Apr 2025,395,(V),3844627486666536870,,,https://www.speedrun.com/mc/runs/y2n4p27y,8,17,914,497914,498,1,410359,1.213361959,421494,1.181307444,-0.0005,0.8208,1.996153671,588.5445,717.0550,674.5228,2.03599,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,0.002105952332,1.510083585,
🇺🇸,Feinberg,0,1,8:15.802,8:18.453,23 Oct 2025,192,(V),-4568351362798030549,,,https://www.speedrun.com/mc/runs/zp5lnlny,8,18,453,498453,498,0,410359,1.214675443,410359,1.214675443,-0.0005,0.9085,2.46947437,561.9987,618.6252,671.1149,2.05071,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,0.4927325239,304.8167328,
🇩🇪,jason_n,0,0,8:18.588,8:18.588,19 Aug 2025,257,(U),4176206987315611766,,,https://www.youtube.com/watch?v=GBSM3X1G7Rg,8,18,588,498588,499,1,410359,1.215004423,410359,1.215004423,-0.0005,0.8794,2.474613188,543.1198,617.5932,670.2590,2.05441,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,257,0.1831482582,113.1111213,
🇩🇰,Bloopy,0,0,8:18.601,8:18.601,02 Aug 2025,274,(U),121410886578867315,,,https://www.youtube.com/watch?v=EwXtlrbNI1o,8,18,601,498601,499,1,410359,1.215036103,410359,1.215036103,-0.0005,0.8720,2.475108552,538.4362,617.4938,670.1765,2.05476,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,274,0.1278263726,78.93199072,
🇺🇸,Zylenox,0,0,8:17.546,8:18.731,15 Apr 2024,748,(U),3379831003145275556,,,https://www.youtube.com/watch?v=JDIyooRslEc,8,18,731,498731,499,1,410359,1.215352898,421494,1.183245788,-0.0005,0.6880,2.021187449,489.6386,711.7079,669.3514,2.05833,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,748,0,0,
🇳🇴,skycrab1,0,0,8:17.174,8:19.441,19 May 2024,714,(U),3087289280453736272,,,https://www.youtube.com/watch?v=82fZlnldpjc&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=21,8,19,441,499441,499,0,410359,1.217083091,421494,1.184930272,-0.0005,0.6998,2.043177002,494.7542,707.0214,664.8295,2.07793,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,714,0,0,
🇫🇮,sadekeppi,0,0,8:19.618,8:19.618,22 Mar 2026,42,(U),6063058172507802220,,,https://www.youtube.com/watch?v=jy9oRPGabRY,8,19,618,499618,500,1,410359,1.21751442,410359,1.21751442,-0.0005,0.9792,2.514142569,597.0156,609.6855,663.6982,2.08285,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:19.619,8:19.619,09 Oct 2024,571,(U),-7062641621573021177,,,https://www.youtube.com/watch?v=qIX6RDLk3Fw&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=79,8,19,619,499619,500,1,410359,1.217516857,421494,1.185352579,-0.0005,0.7516,2.04872428,530.5370,705.8408,663.6918,2.08287,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,571,0.000000008217982467,0.000005800586983,
🇭🇷,Mar1n,0,1,8:19.806,8:19.806,21 Oct 2024,559,(V),698532108666567657,,,https://www.speedrun.com/mc/runs/z1n66ojy,8,19,806,499806,500,1,410359,1.217972556,421494,1.185796239,-0.0005,0.7562,2.054566959,532.7900,704.5979,662.4949,2.08807,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559,0.00000002593459877,0.00001827346441,
🇺🇦,7rowl,0,1,8:17.517,8:20.033,31 May 2023,1068,(V),-3529659453233886563,,,https://www.speedrun.com/mc/runs/zqj4529m,8,20,33,500033,500,0,410359,1.21852573,465828,1.07342839,-0.0005,0.5863,0.9813626098,546.8739,932.8256,661.0397,2.09440,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,0,0,
🇳🇴,skycrab1,0,0,8:20.209,8:20.209,15 Dec 2024,504,(U),-6441503782371694371,,,https://www.youtube.com/watch?v=MBNYYvNrJZk&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=103,8,20,209,500209,500,0,410359,1.218954623,421494,1.186752362,-0.0005,0.7772,2.067210537,545.5566,701.9109,659.9096,2.09932,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,504,0.000002754137036,0.001933158901,
🇳🇴,skycrab1,0,0,8:20.575,8:20.575,29 Aug 2024,612,(U),6341036276828892777,,,https://www.youtube.com/watch?v=mUhBdkUS4Xo&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=61,8,20,575,500575,501,1,410359,1.219846525,421494,1.187620702,-0.0005,0.7364,2.078755242,515.0734,699.4605,657.5547,2.10958,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,612,0.0000000001109332108,0.00000007759340314,
🇺🇸,doogile,0,0,8:20.954,8:20.954,22 Sep 2024,588,(U),5840096564526051748,,,https://www.youtube.com/watch?v=GqY9MGcuvWk,8,20,954,500954,501,1,410359,1.220770106,421494,1.188519884,-0.0005,0.7453,2.090772439,519.3929,696.9130,655.1091,2.12026,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,588,0.000000001482186907,0.000001032955352,
🇹🇿,Kxpow,0,1,8:19.128,8:20.966,05 Dec 2023,880,(V),-207017292191506931,,,https://www.speedrun.com/mc/runs/z5ke9xjz,8,20,966,500966,501,1,410359,1.220799349,465828,1.075431275,-0.0005,0.6440,0.9946049608,599.0984,930.2244,655.0316,2.12060,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880,0,0,
🇹🇿,Kxpow,0,1,8:19.488,8:21.011,09 Jan 2024,845,(V),4490097923820258206,,,https://www.speedrun.com/mc/runs/y8kg0e1y,8,21,11,501011,501,0,410359,1.220909009,421494,1.188655117,-0.0005,0.6554,2.092585288,456.5095,696.5290,654.7407,2.12187,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845,0,0,
🇺🇦,dinonuggieboi,0,1,8:20.213,8:21.405,23 Dec 2024,496,(V),2194551805406621364,,,https://www.speedrun.com/mc/runs/zpk476gy,8,21,405,501405,501,0,410359,1.221869144,421494,1.189589887,-0.0005,0.7804,2.105155756,541.4670,693.8683,652.1899,2.13303,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,0.000005018429108,0.00348212863,
🇫🇮,AndrewCrow,0,1,8:19.952,8:21.407,19 Oct 2025,196,(V),4078753902684247139,,,https://www.speedrun.com/mc/runs/yw580r9y,8,21,407,501407,501,0,410359,1.221874018,410359,1.221874018,-0.0005,0.9066,2.584170749,540.1918,595.8115,652.1769,2.13308,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,0.4709734293,280.6113621,
🇳🇴,skycrab1,0,0,8:22.065,8:22.065,06 Mar 2026,58,(U),unknown,,,https://www.youtube.com/watch?v=WR8_NH2aZTo&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=171,8,22,65,502065,502,0,410359,1.223477492,410359,1.223477492,-0.0005,0.9714,2.610370811,573.7827,590.6660,647.9002,2.15183,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0.9806779115,579.2531359,
🇩🇪,jason_n,0,0,8:22.273,8:22.273,02 Feb 2026,90,(U),7995908203394493910,,,https://www.youtube.com/watch?v=JHDFp57LuTQ,8,22,273,502273,502,0,410359,1.223984365,410359,1.223984365,-0.0005,0.9560,2.618703037,563.1159,589.0349,646.5440,2.15779,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,90,0.9296937948,547.6221353,
